Age,Age_Group,Gender,Country,City,Membership_Years,Membership_Length,Login_Frequency,Login_Levels,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Discount_Usage_Tiers,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Lifetime_Value_Levels,Credit_Balance,Churned,Signup_Quarter
44,"Middle Age (35-44)",Male,USA,Phoenix,6.6,"6+ years",14,"Moderate Activity",43.9,12.3,43.3,6,18,94.53,6,41.90,"Moderate Discount Usage",31.20,20.9,4,6,59.5,28.4,3,1902.27,"Core Value",3487,0,"Q1"
48,"Established (45-54)",Male,USA,Houston,1.4,"1-3 years",17,"Moderate Activity",34.3,5.5,47.3,6,16,129.63,13,34.50,"Moderate Discount Usage",31.20,11.1,3,3,18.4,21.8,3,2064.98,"Core Value",NULL,0,"Q2"
29,"Early Career (25-34)",Male,Australia,Sydney,4.3,"3-6 years",14,"Moderate Activity",29.5,10.9,52.2,10,19,222.92,67,NULL,Unknown,30.00,39.7,3,7,41.0,NULL,3,3901.16,"High Value",3494,0,"Q4"
55,"Pre-Retirement (55-64)",Male,USA,Houston,1.4,"1-3 years",4,"Low Activity",16.4,5.0,56.0,1,10,167.84,9,19.80,"Low Discount Usage",29.80,16.5,6,2,9.7,9.6,3,1651.48,"Core Value",830,0,"Q2"
28,"Early Career (25-34)",Male,India,Chennai,4.7,"3-6 years",14,"Moderate Activity",42.7,11.7,32.4,12,19,105.73,30,26.40,"Moderate Discount Usage",29.50,51.0,3,6,31.4,NULL,3,2218.62,"Core Value",4971,0,"Q3"
30,"Early Career (25-34)",Female,USA,Phoenix,3.6,"3-6 years",9,"Low Activity",19.4,9.2,64.0,5,10,101.51,25,69.50,"High Discount Usage",29.40,23.2,3,1,NULL,23.9,2,875.91,"Emerging Value",223,1,"Q2"
30,"Early Career (25-34)",Female,France,Marseille,2.7,"1-3 years",22,"Moderate Activity",40.3,10.6,41.1,4,17,77.77,6,23.40,"Moderate Discount Usage",28.90,40.7,5,2,12.4,29.3,1,1452.31,"Core Value",540,0,"Q1"
33,"Early Career (25-34)",Male,USA,Phoenix,6.8,"6+ years",2,"Very Low Activity",26.5,6.8,80.7,3,8,139.41,7,29.70,"Moderate Discount Usage",28.70,1.8,7,1,36.2,NULL,3,978.93,"Emerging Value",456,1,"Q2"
50,"Established (45-54)",Male,UK,Leeds,3.0,"1-3 years",5,"Low Activity",15.2,7.6,76.8,2,6,157.44,70,3.90,"Low Discount Usage",28.40,0.0,10,1,4.9,17.6,2,1127.55,"Core Value",NULL,1,"Q3"
46,"Established (45-54)",Female,UK,Birmingham,1.1,"1-3 years",12,"Moderate Activity",24.3,6.9,45.4,4,8,97.82,32,NULL,Unknown,28.30,19.6,8,7,57.5,28.2,2,810.30,"Emerging Value",536,0,"Q2"
49,"Established (45-54)",Female,USA,"Los Angeles",1.3,"1-3 years",13,"Moderate Activity",32.3,14.4,42.7,7,14,108.92,18,45.60,"Moderate Discount Usage",28.20,44.4,11,4,53.2,17.5,4,1324.05,"Core Value",4083,0,"Q2"
36,"Middle Age (35-44)",Female,USA,"New York",4.2,"3-6 years",23,"Moderate Activity",33.5,10.7,27.2,8,15,58.12,19,34.80,"Moderate Discount Usage",28.20,24.2,5,3,44.7,NULL,5,880.68,"Emerging Value",4340,0,"Q3"
43,"Middle Age (35-44)",Male,Canada,Toronto,3.1,"3-6 years",19,"Moderate Activity",34.8,12.4,53.0,9,17,127.58,82,12.10,"Low Discount Usage",28.20,49.7,6,5,52.0,26.9,4,1915.46,"Core Value",3105,1,"Q2"
39,"Middle Age (35-44)",Male,Germany,Berlin,2.6,"1-3 years",5,"Low Activity",23.8,NULL,69.2,1,6,115.53,12,52.20,"High Discount Usage",28.00,3.7,4,2,22.2,18.6,2,813.22,"Emerging Value",NULL,1,"Q2"
54,"Established (45-54)",Female,France,Toulouse,4.4,"3-6 years",15,"Moderate Activity",27.0,9.5,54.9,2,10,87.35,70,35.40,"Moderate Discount Usage",28.00,13.7,7,2,15.4,18.0,1,760.22,"Emerging Value",1715,0,"Q1"
60,"Pre-Retirement (55-64)",Female,USA,"Los Angeles",2.5,"1-3 years",19,"Moderate Activity",50.6,14.9,41.4,7,16,59.66,NULL,35.30,"Moderate Discount Usage",27.90,39.7,3,7,15.6,37.2,4,1050.54,"Core Value",2687,0,"Q3"
43,"Middle Age (35-44)",Female,Germany,Hamburg,3.4,"3-6 years",13,"Moderate Activity",36.5,12.5,59.9,3,15,103.75,23,21.10,"Moderate Discount Usage",27.90,25.8,4,4,21.5,NULL,2,1359.20,"Core Value",1835,1,"Q1"
30,"Early Career (25-34)",Male,France,Marseille,1.9,"1-3 years",15,"Moderate Activity",30.8,8.4,67.3,3,12,117.22,36,18.10,"Low Discount Usage",27.90,0.9,4,2,47.5,14.7,4,1446.39,"Core Value",2152,0,"Q2"
44,"Middle Age (35-44)",Male,USA,Phoenix,2.0,"1-3 years",7,"Low Activity",21.2,6.5,72.9,8,12,77.80,50,66.70,"High Discount Usage",27.80,13.5,10,2,27.4,19.0,4,1085.23,"Core Value",1745,1,"Q3"
40,"Middle Age (35-44)",Male,USA,Phoenix,1.6,"1-3 years",NULL,Inactive,13.7,3.1,77.2,3,5,130.34,5,6.60,"Low Discount Usage",27.80,14.3,5,1,NULL,9.7,2,752.31,"Emerging Value",499,1,"Q3"
26,"Early Career (25-34)",Male,USA,Phoenix,2.4,"1-3 years",17,"Moderate Activity",30.2,7.7,54.7,4,15,88.65,2,NULL,Unknown,27.80,44.8,1,3,14.5,22.2,2,1002.72,"Core Value",2822,0,"Q4"
18,"Young Adults (18-24)",Female,India,Mumbai,1.5,"1-3 years",17,"Moderate Activity",27.6,NULL,67.4,5,14,207.25,15,52.20,"High Discount Usage",27.60,18.5,1,8,23.3,29.0,3,2562.04,"High Value",NULL,0,"Q1"
32,"Early Career (25-34)",Female,USA,"New York",3.3,"3-6 years",14,"Moderate Activity",18.3,NULL,58.8,7,9,140.20,121,41.40,"Moderate Discount Usage",27.40,14.0,6,4,14.5,19.2,2,1167.76,"Core Value",103,1,"Q1"
22,"Young Adults (18-24)",Female,USA,"New York",0.5,"< 1 year",NULL,Inactive,10.8,3.1,94.9,0,2,199.17,1,68.04,"High Discount Usage",27.30,NULL,3,0,14.0,5.5,4,324.18,"Emerging Value",626,1,"Q4"
34,"Early Career (25-34)",Female,UK,London,1.9,"1-3 years",9,"Low Activity",10.6,5.7,64.4,NULL,13,122.81,26,63.96,"High Discount Usage",27.30,22.1,9,3,16.2,10.0,2,1059.46,"Core Value",1376,0,"Q4"
44,"Middle Age (35-44)",Male,USA,Chicago,3.4,"3-6 years",7,"Low Activity",39.4,NULL,60.7,9,19,64.45,18,74.20,"High Discount Usage",27.20,38.5,8,4,45.3,24.1,1,1251.03,"Core Value",2397,0,"Q2"
31,"Early Career (25-34)",Male,USA,Chicago,1.5,"1-3 years",3,"Very Low Activity",22.7,5.2,73.7,3,6,201.37,48,62.00,"High Discount Usage",27.20,17.9,5,0,2.2,11.7,2,1115.12,"Core Value",NULL,1,"Q3"
42,"Middle Age (35-44)",Female,USA,Chicago,1.6,"1-3 years",4,"Low Activity",21.0,5.8,67.5,5,14,165.05,20,59.04,"High Discount Usage",27.20,0.0,10,2,NULL,16.8,3,2103.61,"Core Value",1716,1,"Q4"
45,"Established (45-54)",Other,Canada,Vancouver,2.2,"1-3 years",12,"Moderate Activity",NULL,10.5,62.3,6,15,163.12,25,21.24,"Moderate Discount Usage",27.20,42.9,3,NULL,51.6,25.8,2,1918.10,"Core Value",3504,1,"Q4"
46,"Established (45-54)",Male,Canada,Toronto,2.4,"1-3 years",8,"Low Activity",22.7,8.1,76.9,3,10,84.20,10,19.20,"Low Discount Usage",27.20,24.3,6,2,20.6,NULL,1,1002.24,"Core Value",3322,0,"Q1"
21,"Young Adults (18-24)",Female,USA,Chicago,2.2,"1-3 years",22,"Moderate Activity",37.6,13.6,24.4,8,18,65.41,34,14.30,"Low Discount Usage",27.20,31.1,5,5,59.7,27.1,4,976.64,"Emerging Value",2794,1,"Q3"
25,"Early Career (25-34)",Female,France,Toulouse,6.8,"6+ years",19,"Moderate Activity",41.5,15.4,51.0,7,23,177.80,1,12.84,"Low Discount Usage",27.20,46.3,1,7,43.8,40.0,3,3632.41,"High Value",3553,0,"Q4"
41,"Middle Age (35-44)",Female,UK,Birmingham,0.5,"< 1 year",20,"Moderate Activity",41.9,12.9,43.2,4,18,86.17,3,6.00,"Low Discount Usage",27.20,29.3,5,6,53.2,NULL,1,1782.61,"Core Value",2508,0,"Q2"
23,"Young Adults (18-24)",Female,USA,Phoenix,2.0,"1-3 years",9,"Low Activity",5.8,2.3,88.4,NULL,6,85.14,45,74.40,"High Discount Usage",27.10,4.9,12,0,NULL,0.0,NULL,428.22,"Emerging Value",267,1,"Q4"
51,"Established (45-54)",Male,USA,Houston,1.0,"1-3 years",8,"Low Activity",24.6,10.6,46.1,2,11,109.11,12,39.80,"Moderate Discount Usage",27.10,27.2,13,3,30.6,24.5,5,1222.61,"Core Value",1438,0,"Q3"
45,"Established (45-54)",Male,Germany,Frankfurt,9.1,"6+ years",17,"Moderate Activity",33.9,9.8,48.1,4,17,100.77,2,33.80,"Moderate Discount Usage",27.10,28.4,2,4,19.8,22.8,4,2048.73,"Core Value",3164,0,"Q3"
33,"Early Career (25-34)",Male,Germany,Cologne,5.2,"3-6 years",12,"Moderate Activity",29.6,9.4,61.6,5,16,150.32,11,16.30,"Low Discount Usage",27.10,32.1,7,5,47.0,NULL,1,2837.06,"High Value",1320,1,"Q2"
49,"Established (45-54)",Male,France,Toulouse,4.3,"3-6 years",25,"Moderate Activity",47.6,18.8,20.1,14,29,191.14,NULL,3.70,"Low Discount Usage",27.10,45.5,5,6,91.5,34.2,4,4783.16,"High Value",2457,0,"Q1"
38,"Middle Age (35-44)",Female,UK,Glasgow,0.6,"< 1 year",11,"Moderate Activity",34.2,15.1,57.9,5,19,98.37,72,51.24,"High Discount Usage",27.00,12.3,8,NULL,30.7,21.4,1,1738.60,"Core Value",3184,0,"Q4"
45,"Established (45-54)",Female,USA,Houston,5.6,"3-6 years",5,"Low Activity",18.2,11.7,55.9,7,9,142.86,6,44.20,"Moderate Discount Usage",27.00,30.1,7,5,40.9,16.7,2,1539.32,"Core Value",NULL,0,"Q3"
64,"Pre-Retirement (55-64)",Female,India,Delhi,3.0,"1-3 years",10,"Low Activity",45.2,9.1,34.4,10,21,120.75,61,37.70,"Moderate Discount Usage",27.00,43.2,5,4,21.3,23.9,1,2028.89,"Core Value",3202,0,"Q2"
29,"Early Career (25-34)",Female,USA,Chicago,4.9,"3-6 years",NULL,Inactive,5.9,5.1,60.4,1,2,124.43,25,79.90,"High Discount Usage",26.90,10.8,6,0,4.6,6.2,3,280.95,"Emerging Value",0,1,"Q2"
48,"Established (45-54)",Other,USA,Chicago,3.4,"3-6 years",7,"Low Activity",20.5,NULL,91.3,NULL,9,226.22,78,53.30,"High Discount Usage",26.90,0.0,6,2,14.7,6.7,3,2386.36,"Core Value",767,1,"Q3"
33,"Early Career (25-34)",Female,USA,Houston,1.1,"1-3 years",18,"Moderate Activity",39.3,10.2,33.4,9,18,111.51,47,23.60,"Moderate Discount Usage",26.80,30.2,4,5,41.3,24.1,3,2146.24,"Core Value",2247,0,"Q2"
26,"Early Career (25-34)",Female,Australia,Sydney,4.7,"3-6 years",34,"Top User",42.1,15.5,37.6,9,20,107.22,NULL,23.20,"Moderate Discount Usage",26.80,41.9,1,5,48.7,36.3,5,2205.80,"Core Value",1504,0,"Q3"
43,"Middle Age (35-44)",Male,USA,"Los Angeles",4.5,"3-6 years",6,"Low Activity",20.7,NULL,64.1,4,10,74.98,26,20.00,"Low Discount Usage",26.80,30.3,6,6,31.1,11.3,2,716.14,"Emerging Value",2609,0,"Q1"
53,"Established (45-54)",Female,UK,Birmingham,2.8,"1-3 years",15,"Moderate Activity",28.5,9.8,59.9,NULL,9,333.80,26,34.10,"Moderate Discount Usage",26.70,27.5,8,5,NULL,21.7,2,3457.40,"High Value",1477,1,"Q1"
55,"Pre-Retirement (55-64)",Male,UK,Manchester,2.4,"1-3 years",23,"Moderate Activity",57.3,18.3,33.7,14,24,140.82,16,19.40,"Low Discount Usage",26.70,48.3,1,6,86.1,34.9,2,3002.41,"High Value",2644,0,"Q2"
32,"Early Career (25-34)",Female,Germany,Berlin,2.3,"1-3 years",15,"Moderate Activity",23.7,7.9,57.9,2,11,135.54,9,51.10,"High Discount Usage",26.60,16.8,1,0,46.0,11.0,3,1583.75,"Core Value",2965,0,"Q3"
24,"Young Adults (18-24)",Male,USA,Chicago,3.1,"3-6 years",16,"Moderate Activity",42.7,15.5,29.7,10,23,179.30,36,41.52,"Moderate Discount Usage",26.60,47.7,5,4,51.7,31.3,2,2824.47,"High Value",1645,0,"Q4"
47,"Established (45-54)",Female,UK,Manchester,2.5,"1-3 years",NULL,Inactive,14.9,6.8,61.7,1,14,94.90,14,NULL,Unknown,26.60,10.4,4,1,16.0,8.8,1,1285.07,"Core Value",208,0,"Q2"
58,"Pre-Retirement (55-64)",Male,UK,Leeds,4.2,"3-6 years",13,"Moderate Activity",26.1,8.6,33.3,4,10,121.75,19,80.10,"Deal Dependent",26.50,24.4,7,2,16.2,15.3,3,1039.91,"Core Value",1366,0,"Q3"
34,"Early Career (25-34)",Male,Australia,Melbourne,6.6,"6+ years",11,"Moderate Activity",23.4,5.2,69.7,3,8,107.72,21,51.30,"High Discount Usage",26.50,13.8,6,NULL,20.3,16.4,5,956.90,"Emerging Value",978,0,"Q2"
NULL,Unknown,Male,USA,Chicago,1.8,"1-3 years",33,"Top User",55.3,14.9,19.7,14,24,125.91,58,16.00,"Low Discount Usage",26.50,54.8,3,8,NULL,50.1,2,3550.36,"High Value",4340,0,"Q1"
22,"Young Adults (18-24)",Female,France,Nice,2.9,"1-3 years",9,"Low Activity",19.7,9.2,52.9,4,7,104.93,9,51.40,"High Discount Usage",26.40,17.9,5,2,23.3,18.2,NULL,710.18,"Emerging Value",NULL,0,"Q3"
28,"Early Career (25-34)",Male,USA,"New York",3.9,"3-6 years",5,"Low Activity",18.2,6.9,62.1,NULL,7,49.21,25,49.20,"Moderate Discount Usage",26.20,20.1,10,1,19.5,20.2,2,389.11,"Emerging Value",2432,0,"Q3"
52,"Established (45-54)",Male,UK,London,3.0,"1-3 years",18,"Moderate Activity",45.2,13.9,40.8,3,21,65.85,34,46.20,"Moderate Discount Usage",26.20,35.8,2,4,67.4,39.1,4,1306.24,"Core Value",3530,0,"Q3"
46,"Established (45-54)",Female,Canada,Montreal,2.3,"1-3 years",NULL,Inactive,NULL,5.5,66.7,1,2,172.79,26,16.20,"Low Discount Usage",26.20,0.0,5,0,13.0,5.0,3,373.60,"Emerging Value",1824,1,"Q1"
37,"Middle Age (35-44)",Male,France,Paris,3.0,"1-3 years",18,"Moderate Activity",44.3,13.8,47.5,10,18,61.42,42,34.30,"Moderate Discount Usage",26.10,15.6,2,1,NULL,34.1,2,942.11,"Emerging Value",2320,0,"Q2"
26,"Early Career (25-34)",Male,UK,Birmingham,8.2,"6+ years",29,"Top User",49.2,15.1,27.9,6,20,104.51,2,59.70,"High Discount Usage",26.00,43.5,2,6,74.1,38.3,2,1970.14,"Core Value",3968,0,"Q1"
38,"Middle Age (35-44)",Female,France,Lyon,0.9,"< 1 year",24,"Moderate Activity",44.5,14.5,28.4,NULL,17,128.25,51,54.30,"High Discount Usage",26.00,39.4,2,7,48.1,29.4,3,2037.85,"Core Value",6987,0,"Q3"
20,"Young Adults (18-24)",Male,USA,Phoenix,0.9,"< 1 year",15,"Moderate Activity",NULL,NULL,79.2,5,10,104.08,76,40.70,"Moderate Discount Usage",26.00,2.6,9,7,22.7,NULL,2,884.96,"Emerging Value",2461,1,"Q1"
40,"Middle Age (35-44)",Male,India,Chennai,9.7,"6+ years",19,"Moderate Activity",44.3,15.8,53.7,8,17,156.84,0,34.10,"Moderate Discount Usage",26.00,49.1,6,3,51.1,22.0,1,3180.06,"High Value",2393,1,"Q1"
43,"Middle Age (35-44)",Female,UK,Leeds,2.7,"1-3 years",13,"Moderate Activity",21.1,7.9,56.5,6,19,166.32,18,71.40,"High Discount Usage",25.90,10.8,6,2,21.8,21.5,2,2366.52,"Core Value",2890,1,"Q4"
40,"Middle Age (35-44)",Male,Germany,Frankfurt,3.4,"3-6 years",9,"Low Activity",NULL,8.2,77.8,2,13,111.02,32,27.24,"Moderate Discount Usage",25.90,27.1,6,1,0.0,15.5,5,1035.94,"Core Value",2099,0,"Q4"
33,"Early Career (25-34)",Female,USA,"New York",0.6,"< 1 year",16,"Moderate Activity",18.6,7.0,64.2,1,9,88.99,NULL,14.00,"Low Discount Usage",25.90,13.3,4,2,51.7,19.7,4,801.26,"Emerging Value",679,0,"Q1"
32,"Early Career (25-34)",Male,France,Paris,2.4,"1-3 years",13,"Moderate Activity",22.1,12.1,43.8,4,12,144.54,46,69.20,"High Discount Usage",25.80,36.0,9,2,36.9,24.3,1,1723.15,"Core Value",2422,0,"Q1"
18,"Young Adults (18-24)",Female,Japan,Nagoya,4.2,"3-6 years",8,"Low Activity",23.2,8.9,58.8,2,7,106.41,NULL,55.10,"High Discount Usage",25.80,7.9,4,3,22.5,6.3,3,692.47,"Emerging Value",3416,1,"Q3"
NULL,Unknown,Female,Canada,Calgary,1.2,"1-3 years",NULL,Inactive,21.5,5.5,91.0,2,11,94.60,51,34.30,"Moderate Discount Usage",25.80,0.0,6,2,14.9,17.5,2,1135.03,"Core Value",2041,1,"Q1"
36,"Middle Age (35-44)",Female,USA,Houston,3.6,"3-6 years",14,"Moderate Activity",34.2,14.3,45.8,8,17,107.58,12,32.80,"Moderate Discount Usage",25.80,48.7,4,7,58.6,28.1,1,1590.16,"Core Value",4506,0,"Q1"
18,"Young Adults (18-24)",Female,Germany,Cologne,2.0,"1-3 years",NULL,Inactive,8.7,4.5,75.4,2,3,140.13,62,42.10,"Moderate Discount Usage",25.70,NULL,3,0,0.0,1.4,4,464.65,"Emerging Value",934,1,"Q1"
27,"Early Career (25-34)",Male,Japan,Nagoya,1.9,"1-3 years",1,"Very Low Activity",18.5,6.2,65.5,1,9,164.87,0,NULL,Unknown,25.60,16.3,9,3,NULL,9.3,5,1258.80,"Core Value",820,1,"Q4"
30,"Early Career (25-34)",Female,USA,Chicago,1.1,"1-3 years",NULL,Inactive,18.4,4.6,77.6,3,7,126.26,31,57.40,"High Discount Usage",25.60,20.2,9,NULL,0.0,11.5,2,714.76,"Emerging Value",1598,1,"Q1"
31,"Early Career (25-34)",Female,USA,Phoenix,3.4,"3-6 years",13,"Moderate Activity",36.2,11.8,29.1,4,21,141.46,2,52.80,"High Discount Usage",25.60,34.8,4,10,40.3,NULL,3,3454.46,"High Value",4304,0,"Q2"
40,"Middle Age (35-44)",Male,Germany,Cologne,5.5,"3-6 years",22,"Moderate Activity",42.7,13.2,48.9,2,17,100.18,45,47.80,"Moderate Discount Usage",25.60,33.0,6,3,35.8,27.3,5,1738.29,"Core Value",NULL,0,"Q2"
47,"Established (45-54)",Male,USA,Phoenix,2.4,"1-3 years",33,"Top User",58.7,15.9,23.8,8,28,76.39,3,33.70,"Moderate Discount Usage",25.60,55.3,3,6,65.0,32.6,1,1949.68,"Core Value",NULL,0,"Q3"
18,"Young Adults (18-24)",Male,USA,"New York",1.0,"1-3 years",9,"Low Activity",23.1,8.4,56.4,5,12,76.10,80,30.30,"Moderate Discount Usage",25.60,8.7,10,2,31.9,NULL,3,806.49,"Emerging Value",2296,1,"Q3"
42,"Middle Age (35-44)",Female,Canada,Vancouver,2.0,"1-3 years",26,"Top User",30.8,14.7,25.0,12,21,99.16,9,24.00,"Moderate Discount Usage",25.60,23.4,3,4,57.9,30.4,1,2005.36,"Core Value",1669,0,"Q1"
43,"Middle Age (35-44)",Male,USA,Phoenix,2.5,"1-3 years",4,"Low Activity",17.9,5.1,56.4,4,8,66.18,65,23.30,"Moderate Discount Usage",25.60,25.4,7,3,27.8,19.1,2,538.69,"Emerging Value",NULL,0,"Q2"
29,"Early Career (25-34)",Female,USA,Chicago,2.8,"1-3 years",NULL,Inactive,5.9,1.0,77.1,1,2,85.55,17,22.56,"Moderate Discount Usage",25.60,0.0,8,1,7.0,8.4,1,165.66,"Low Value",NULL,1,"Q4"
37,"Middle Age (35-44)",Male,Canada,Vancouver,2.2,"1-3 years",16,"Moderate Activity",25.8,9.2,46.1,3,14,145.64,51,17.90,"Low Discount Usage",25.60,36.4,7,2,19.1,13.0,1,2251.89,"Core Value",2150,1,"Q2"
45,"Established (45-54)",Female,UK,Leeds,3.2,"3-6 years",15,"Moderate Activity",8.5,7.2,56.4,0,3,142.76,8,74.76,"High Discount Usage",25.50,0.0,13,0,6.6,NULL,3,486.62,"Emerging Value",0,1,"Q4"
18,"Young Adults (18-24)",Male,USA,"Los Angeles",2.7,"1-3 years",7,"Low Activity",29.3,6.8,61.0,NULL,12,132.43,15,64.00,"High Discount Usage",25.50,15.9,5,3,43.0,20.9,5,1722.56,"Core Value",3407,0,"Q3"
42,"Middle Age (35-44)",Female,UK,Manchester,1.5,"1-3 years",32,"Top User",55.5,15.9,16.3,14,22,61.13,18,58.40,"High Discount Usage",25.50,64.8,1,8,90.1,38.0,1,1283.02,"Core Value",3362,0,"Q1"
46,"Established (45-54)",Female,USA,Phoenix,4.8,"3-6 years",13,"Moderate Activity",18.7,4.6,62.6,5,8,67.34,4,39.20,"Moderate Discount Usage",25.50,17.4,12,1,16.6,NULL,2,467.74,"Emerging Value",519,0,"Q3"
49,"Established (45-54)",Female,USA,Chicago,1.4,"1-3 years",18,"Moderate Activity",23.5,14.3,51.0,6,19,72.92,NULL,39.00,"Moderate Discount Usage",25.50,28.2,7,5,17.8,22.8,4,1181.36,"Core Value",3240,0,"Q4"
32,"Early Career (25-34)",Male,USA,Phoenix,5.3,"3-6 years",3,"Very Low Activity",22.6,6.4,65.1,2,10,167.63,134,23.90,"Moderate Discount Usage",25.50,0.9,11,2,0.0,13.2,3,1908.94,"Core Value",1331,1,"Q2"
29,"Early Career (25-34)",Female,UK,Glasgow,2.5,"1-3 years",3,"Very Low Activity",17.2,5.0,42.3,3,6,72.71,20,20.60,"Moderate Discount Usage",25.50,19.9,6,3,NULL,4.9,2,375.05,"Emerging Value",0,0,"Q1"
47,"Established (45-54)",Male,USA,"Los Angeles",2.1,"1-3 years",8,"Low Activity",47.8,13.8,37.2,7,17,79.42,2,NULL,Unknown,25.40,56.0,6,5,33.2,NULL,2,1588.90,"Core Value",1524,0,"Q3"
56,"Pre-Retirement (55-64)",Male,UK,Leeds,1.8,"1-3 years",18,"Moderate Activity",40.1,10.1,41.2,10,16,127.28,32,44.30,"Moderate Discount Usage",25.30,45.1,5,4,0.0,28.6,3,2093.23,"Core Value",NULL,0,"Q1"
34,"Early Career (25-34)",Male,USA,Houston,0.9,"< 1 year",10,"Low Activity",25.0,NULL,67.9,4,8,64.38,44,40.20,"Moderate Discount Usage",25.30,26.9,3,NULL,10.5,11.9,3,490.84,"Emerging Value",862,0,"Q1"
26,"Early Career (25-34)",Female,USA,Phoenix,1.1,"1-3 years",13,"Moderate Activity",NULL,6.5,80.5,2,2,189.57,26,39.80,"Moderate Discount Usage",25.30,14.5,10,0,14.1,13.5,2,306.69,"Emerging Value",0,1,"Q3"
NULL,Unknown,Female,France,Marseille,4.9,"3-6 years",19,"Moderate Activity",38.1,13.3,41.5,7,14,96.24,33,20.10,"Moderate Discount Usage",25.20,32.1,6,5,69.2,NULL,3,1320.66,"Core Value",3180,0,"Q3"
38,"Middle Age (35-44)",Male,Australia,Adelaide,1.0,"1-3 years",2,"Very Low Activity",21.3,3.4,90.0,0,11,302.91,12,67.56,"High Discount Usage",25.10,10.9,8,1,NULL,10.7,3,2760.64,"High Value",1432,1,"Q4"
18,"Young Adults (18-24)",Female,Japan,Tokyo,4.1,"3-6 years",20,"Moderate Activity",33.0,14.0,53.8,4,13,64.29,51,39.40,"Moderate Discount Usage",25.10,44.1,1,2,NULL,22.7,2,983.62,"Emerging Value",2884,1,"Q3"
35,"Middle Age (35-44)",Female,UK,Glasgow,1.1,"1-3 years",23,"Moderate Activity",35.9,14.5,39.3,3,23,51.23,33,24.90,"Moderate Discount Usage",25.10,37.2,4,3,65.3,20.8,4,1386.24,"Core Value",3537,0,"Q3"
36,"Middle Age (35-44)",Female,USA,Phoenix,2.3,"1-3 years",17,"Moderate Activity",32.7,14.4,58.8,6,21,159.19,19,19.60,"Low Discount Usage",25.10,29.5,5,2,NULL,26.8,5,3530.94,"High Value",NULL,0,"Q1"
29,"Early Career (25-34)",Female,UK,London,1.7,"1-3 years",19,"Moderate Activity",29.9,14.2,52.2,2,37,72.98,45,18.00,"Low Discount Usage",25.10,41.7,6,2,14.0,35.9,4,2440.41,"Core Value",5034,1,"Q4"
NULL,Unknown,Female,UK,London,1.3,"1-3 years",6,"Low Activity",30.3,3.5,65.4,4,7,111.46,6,14.00,"Low Discount Usage",25.10,16.6,4,2,43.2,NULL,3,632.68,"Emerging Value",1421,0,"Q2"
35,"Middle Age (35-44)",Male,UK,London,1.1,"1-3 years",12,"Moderate Activity",28.9,8.7,58.6,NULL,20,270.28,59,11.10,"Low Discount Usage",25.10,4.0,8,NULL,27.7,13.2,4,4721.37,"High Value",2064,1,"Q2"
40,"Middle Age (35-44)",Female,Canada,Montreal,2.4,"1-3 years",6,"Low Activity",10.4,7.3,86.6,0,3,101.94,44,88.60,"Deal Dependent",25.00,6.8,7,1,0.0,0.0,2,310.70,"Emerging Value",50,1,"Q3"
33,"Early Career (25-34)",Male,Japan,Osaka,6.4,"6+ years",21,"Moderate Activity",38.3,11.3,31.2,10,28,168.17,2,77.16,"High Discount Usage",25.00,42.0,4,2,39.0,30.8,1,4176.92,"High Value",NULL,0,"Q4"
22,"Young Adults (18-24)",Female,USA,Houston,1.5,"1-3 years",36,"Top User",54.0,19.3,18.1,11,32,71.72,63,75.00,"High Discount Usage",25.00,23.8,0,7,83.5,40.5,3,2066.44,"Core Value",5704,1,"Q4"
46,"Established (45-54)",Male,USA,Houston,1.1,"1-3 years",14,"Moderate Activity",40.4,14.6,50.1,4,13,65.73,66,60.30,"High Discount Usage",25.00,18.9,8,5,59.2,23.8,1,885.90,"Emerging Value",1532,0,"Q3"
34,"Early Career (25-34)",Female,UK,London,1.2,"1-3 years",12,"Moderate Activity",38.9,15.1,49.9,6,16,70.78,43,13.30,"Low Discount Usage",25.00,26.5,4,7,57.8,36.1,4,1068.19,"Core Value",1895,0,"Q3"
NULL,Unknown,Female,USA,Chicago,1.8,"1-3 years",15,"Moderate Activity",27.3,8.2,58.9,1,10,94.61,20,64.10,"High Discount Usage",24.90,5.9,4,1,10.2,7.8,1,1095.76,"Core Value",1479,0,"Q1"
29,"Early Career (25-34)",Male,USA,Chicago,3.8,"3-6 years",14,"Moderate Activity",29.6,14.3,39.2,7,26,183.10,NULL,63.72,"High Discount Usage",24.90,50.9,1,8,57.9,22.3,1,3712.92,"High Value",2205,0,"Q4"
18,"Young Adults (18-24)",Female,France,Paris,1.2,"1-3 years",24,"Moderate Activity",33.7,8.1,51.9,3,16,112.64,49,63.00,"High Discount Usage",24.90,29.3,5,4,NULL,24.5,NULL,1748.66,"Core Value",1201,0,"Q1"
